Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
27,No,43,4,15140,231,62,33,3,Month,Active,30,862.84,No
6,No,43,2,3095,33,491,9,4,Month,Active,45,1305.7,No
11,No,42,1,15485,188,158,31,2,Month,Active,25,1416.285,No
5,No,42,2,6500,92,194,27,3,Month,Active,30,1039.68,No
2,No,42,0,875,20,8,12,2,Month,Not_Active,25,76.275,No
4,No,43,0,710,20,21,9,3,Month,Not_Active,30,113.2,No
0,No,42,0,0,0,8,0,2,Month,Not_Active,25,36,Yes
5,No,42,1,7508,133,392,44,3,Month,Active,30,1873.64,No
9,No,42,2,11465,160,19,48,4,Month,Active,45,338.125,No
10,No,42,2,6718,81,116,38,2,Month,Active,25,827.955,No
25,Yes,38,0,955,53,24,18,3,Month,Not_Active,30,136.32,Yes
23,No,41,9,10435,99,9,43,5,Contract,Active,55,171.51,No
15,No,41,2,5818,104,34,25,3,Month,Active,30,372.88,No
3,No,39,1,2840,28,8,15,3,Month,Active,30,146.72,No
11,No,40,0,2990,47,17,17,3,Month,Not_Active,30,189.48,Yes
11,Yes,41,0,2268,50,42,32,4,Month,Not_Active,45,162.95,Yes
2,No,41,0,133,8,8,3,3,Month,Not_Active,30,37.64,Yes
3,No,41,1,1668,31,8,7,4,Month,Active,45,62.475,No
5,No,38,2,6785,103,22,23,5,Month,Active,55,136.32,No
2,No,41,0,628,13,17,5,4,Month,Not_Active,45,58.525,Yes
2,No,41,2,338,10,12,3,5,Month,Active,55,23.22,No
27,No,36,4,16075,244,8,81,2,Month,Active,25,770.355,No
8,No,39,4,6965,122,279,34,3,Contract,Active,30,1399.48,No
4,No,41,1,3718,88,10,29,3,Month,Active,30,192.24,No
5,No,40,0,1665,50,46,21,4,Month,Not_Active,45,157.875,No
8,No,41,1,2780,59,183,24,2,Month,Active,25,951.255,No
6,Yes,32,2,1315,42,201,12,3,Contract,Active,30,858.28,Yes
6,No,31,1,1568,45,38,69,5,Month,Active,55,81.195,No
13,No,32,0,700,31,18,8,3,Month,Not_Active,30,101.24,No
2,No,31,0,825,16,29,4,4,Month,Not_Active,45,93.525,No
12,No,30,1,1225,38,27,14,2,Month,Active,25,178.335,No
4,No,30,1,3225,67,16,24,3,Month,Active,30,195.68,No
4,No,23,1,1695,32,36,15,3,Month,Active,30,213.08,No
18,No,22,2,6392,147,93,43,2,Contract,Active,25,712.755,No
14,No,20,1,8932,177,81,41,5,Month,Active,55,258.135,No
10,No,21,4,2852,51,39,20,3,Month,Active,30,272.12,No
4,No,14,2,4390,46,223,11,3,Month,Active,30,1069.44,No
5,Yes,14,2,1487,25,8,8,3,Month,Active,30,92.48,Yes
14,No,39,1,5080,82,30,17,3,Month,Active,30,326.48,No
6,No,40,0,1028,16,15,4,3,Month,Not_Active,30,101.76,No
16,No,38,1,3163,71,367,24,3,Month,Active,30,1597.36,No
16,No,39,1,4908,77,9,35,1,Month,Active,15,323.675,No
9,No,39,1,3103,69,10,33,2,Month,Active,25,187.74,No
17,No,39,2,4485,93,40,28,3,Month,Active,30,343.12,No
10,No,39,1,3070,50,293,18,3,Month,Active,30,1296.8,No
19,No,38,3,9825,132,152,43,3,Month,Active,30,1006.28,No
13,No,39,1,14483,180,8,44,3,Month,Active,30,618.52,No
13,No,39,2,5225,94,10,25,3,Month,Active,30,252.76,No
12,No,39,1,6628,106,15,12,3,Month,Active,30,329.36,No
15,No,39,0,2948,65,16,17,3,Month,Not_Active,30,184.52,No
31,Yes,39,4,15850,236,62,32,3,Month,Active,30,891.44,No
10,No,39,2,3805,38,491,8,3,Month,Active,30,2117.72,No
15,No,38,1,16195,193,158,30,2,Month,Active,25,1448.46,No
9,No,38,2,7210,97,194,26,3,Month,Active,30,1068.28,No
6,No,38,0,1585,25,8,11,2,Month,Not_Active,25,108.45,No
8,No,39,0,1420,25,21,8,3,Month,Not_Active,30,141.8,No
6,No,38,0,710,11,8,2,2,Month,Not_Active,25,68.445,Yes
9,No,38,1,8218,138,392,43,3,Month,Active,30,1902.24,No
13,No,38,2,12175,165,19,47,4,Month,Active,45,356,No
14,No,38,2,7428,86,116,37,2,Month,Active,25,860.13,No
29,Yes,34,0,1665,58,24,17,3,Month,Not_Active,30,164.92,Yes
27,No,37,9,11145,104,9,42,5,Contract,Active,55,182.235,No
19,No,37,2,6528,109,34,24,2,Month,Active,25,451.665,No
7,No,35,1,3550,33,8,14,3,Month,Active,30,175.32,No
15,Yes,36,0,3700,52,17,16,3,Month,Not_Active,30,218.08,Yes
15,Yes,37,0,2978,55,42,31,3,Month,Not_Active,30,289.32,Yes
6,No,37,0,843,13,8,2,3,Month,Not_Active,30,66.24,Yes
7,No,37,1,2378,36,8,6,4,Month,Active,45,80.35,No
9,No,34,2,7495,108,22,22,5,Month,Active,55,147.045,No
6,Yes,37,0,1338,18,17,4,4,Month,Not_Active,45,76.4,Yes
6,No,37,2,1048,15,12,2,5,Month,Active,55,33.945,No
31,Yes,32,4,16785,249,8,80,2,Month,Active,25,802.53,No
12,Yes,35,4,7675,127,279,33,3,Contract,Active,30,1428.08,No
8,No,37,1,4428,93,10,28,3,Month,Active,30,220.84,No
9,No,36,0,2375,55,46,20,3,Month,Not_Active,30,281.2,No
12,No,37,1,3490,64,183,23,2,Month,Active,25,983.43,No
10,No,28,2,2025,47,201,11,3,Contract,Active,30,886.88,No
10,No,27,1,2278,50,38,68,4,Month,Active,45,153.2,No
17,No,28,0,1410,36,18,7,3,Month,Not_Active,30,129.84,No
6,No,27,0,1535,21,29,3,4,Month,Not_Active,45,111.4,No
16,No,26,1,1935,43,27,13,2,Month,Active,25,210.51,No
8,No,26,1,3935,72,16,23,3,Month,Active,30,224.28,No
8,No,19,1,2405,37,36,14,2,Month,Active,25,271.89,No
22,No,18,2,7102,152,93,42,2,Contract,Active,25,744.93,No
18,No,16,1,9642,182,81,40,5,Month,Active,55,268.86,No
14,No,17,4,3562,56,39,19,3,Contract,Active,30,300.72,No
8,No,10,2,5100,51,223,10,3,Month,Active,30,1098.04,No
9,No,10,2,2197,30,8,7,3,Month,Active,30,121.08,Yes
2,No,37,0,3660,60,0,17,2,Month,Active,25,167.4,No
0,No,38,0,0,0,0,0,2,Month,Not_Active,25,0,No
4,No,36,0,1743,49,334,24,2,Month,Active,25,1583.64,No
4,No,37,0,3488,55,0,35,1,Month,Active,15,194.865,No
0,No,37,0,1683,47,0,33,1,Month,Active,15,95.15,No
5,No,37,0,3065,71,7,28,3,Month,Active,30,153.44,No
0,No,37,0,1650,28,260,18,3,Month,Active,30,1107.12,No
7,No,36,1,8405,110,119,43,3,Month,Active,30,816.6,No
1,No,37,0,13063,158,0,44,3,Month,Active,30,528.84,No
1,No,37,0,3805,72,0,25,3,Month,Active,30,155.08,No
0,No,37,0,5208,84,0,12,2,Month,Active,25,238.14,No
3,No,37,0,1528,43,0,17,3,Month,Not_Active,30,62.84,No
19,No,37,2,14430,214,29,32,3,Month,Active,30,701.76,No
0,No,37,0,2385,16,458,8,3,Month,Active,30,1928.04,No
3,No,36,0,14775,171,125,30,2,Month,Active,25,1235.07,No
0,No,36,0,5790,75,161,26,3,Month,Active,30,878.6,No
0,No,36,0,165,3,0,11,2,Month,Not_Active,25,7.56,No
0,No,37,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,36,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,36,0,6798,116,359,43,2,Month,Active,25,1926.63,No
1,No,36,0,10755,143,0,47,3,Month,Active,30,435.92,No
2,No,36,0,6008,64,83,37,2,Month,Active,25,646.74,No
17,No,32,0,245,36,0,17,2,Month,Not_Active,25,12.645,Yes
15,No,35,7,9725,82,0,42,4,Month,Active,45,245.175,No
7,No,35,0,5108,87,1,24,2,Month,Active,25,238.275,Yes
0,No,33,0,2130,11,0,14,3,Month,Active,30,85.64,No
3,Yes,34,0,2280,30,0,16,2,Month,Not_Active,25,103.95,Yes
3,No,35,0,1558,33,9,31,3,Month,Not_Active,30,99.64,Yes
0,No,35,0,0,0,0,0,3,Month,Not_Active,30,0,Yes
0,No,35,0,958,14,0,6,3,Month,Active,30,38.88,No
0,No,32,0,6075,86,0,22,4,Month,Active,45,154.025,No
0,No,35,0,0,0,0,0,4,Month,Not_Active,45,0,Yes
0,No,35,0,0,0,0,0,5,Month,Active,55,0,No
19,No,30,2,15365,227,0,80,2,Month,Active,25,701.64,No
0,No,33,2,6255,105,246,33,2,Contract,Active,25,1393.2,No
0,No,35,0,3008,71,0,28,2,Month,Active,25,138.555,No
0,No,34,0,955,33,13,20,3,Month,Not_Active,30,91.52,No
0,No,35,0,2070,42,150,23,2,Month,Active,25,770.04,No
0,No,26,0,605,25,168,11,2,Contract,Active,25,784.35,No
0,No,25,0,858,28,5,68,4,Month,Active,45,34.65,No
0,No,26,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,25,0,0,0,0,0,4,Month,Not_Active,45,0,No
4,No,24,0,515,21,0,13,2,Month,Active,25,24.12,No
0,No,24,0,2515,50,0,23,3,Month,Active,30,102.6,No
0,No,17,0,985,15,3,14,2,Month,Active,25,58.5,No
10,No,16,0,5682,130,60,42,1,Contract,Active,15,649.66,No
6,No,14,0,8222,160,48,40,4,Month,Active,45,329.55,No
2,No,15,2,2142,34,6,19,3,Month,Active,30,111.04,No
0,No,8,0,3680,29,190,10,3,Month,Active,30,908.36,No
0,No,8,0,777,8,0,7,3,Month,Active,30,31.4,Yes
8,No,38,0,4370,71,5,17,3,Month,Active,30,197.64,No
0,No,39,0,318,5,7,4,2,Month,Not_Active,25,46.035,No
10,No,37,0,2453,60,359,24,3,Month,Active,30,1536.52,No
10,No,38,0,4198,66,1,35,1,Month,Active,15,240.02,No
3,No,38,0,2393,58,2,33,1,Month,Active,15,145.805,No
11,No,38,1,3775,82,32,28,3,Month,Active,30,282.28,No
4,No,38,0,2360,39,285,18,3,Month,Active,30,1235.96,No
13,No,37,2,9115,121,144,43,3,Month,Active,30,945.44,No
7,No,38,0,13773,169,0,44,3,Month,Active,30,557.68,No
7,No,38,1,4515,83,2,25,3,Month,Active,30,191.92,No
6,No,38,0,5918,95,7,12,3,Month,Active,30,268.52,No
9,Yes,38,0,2238,54,8,17,3,Month,Not_Active,30,123.68,No
25,No,38,3,15140,225,54,32,3,Month,Active,30,830.6,No
4,No,38,1,3095,27,483,8,3,Month,Active,30,2056.88,No
9,No,37,0,15485,182,150,30,2,Month,Active,25,1380.015,No
3,No,37,1,6500,86,186,26,3,Month,Active,30,1007.44,No
0,No,37,0,875,14,0,11,2,Month,Not_Active,25,40.005,No
2,No,38,0,710,14,13,8,3,Month,Not_Active,30,80.96,No
0,No,37,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
3,No,37,0,7508,127,384,43,2,Month,Active,25,2071.575,No
7,No,37,1,11465,154,11,47,4,Month,Active,45,317.975,No
8,No,37,1,6718,75,108,37,2,Month,Active,25,791.685,No
23,No,33,0,955,47,16,17,2,Month,Not_Active,25,117.09,Yes
21,Yes,36,8,10435,93,1,42,5,Month,Active,55,159.42,No
13,No,36,1,5818,98,26,24,2,Month,Active,25,383.22,Yes
1,No,34,0,2840,22,0,14,3,Month,Active,30,114.48,No
9,Yes,35,0,2990,41,9,16,3,Month,Not_Active,30,157.24,Yes
9,No,36,0,2268,44,34,31,3,Month,Not_Active,30,228.48,Yes
0,No,36,0,133,2,0,2,3,Month,Not_Active,30,5.4,Yes
1,No,36,0,1668,25,0,6,3,Month,Active,30,67.72,No
3,No,33,1,6785,97,14,22,5,Month,Active,55,124.23,No
0,No,36,0,628,7,9,4,4,Month,Not_Active,45,38.375,Yes
0,No,36,1,338,4,4,2,5,Month,Active,55,11.13,No
25,No,31,3,16075,238,0,80,2,Month,Active,25,734.085,No
6,No,34,3,6965,116,271,33,2,Contract,Active,25,1538.145,No
2,No,36,0,3718,82,2,28,2,Month,Active,25,180,No
3,No,35,0,1665,44,38,20,3,Month,Not_Active,30,220.36,No
6,No,36,0,2780,53,175,23,2,Month,Active,25,914.985,No
4,Yes,27,1,1315,36,193,11,2,Contract,Active,25,929.295,Yes
4,No,26,0,1568,39,30,68,4,Month,Active,45,115.175,No
11,No,27,0,700,25,10,7,2,Month,Not_Active,25,77.625,No
0,No,26,0,825,10,21,3,4,Month,Not_Active,45,73.375,No
10,No,25,0,1225,32,19,13,2,Month,Active,25,142.065,No
2,No,25,0,3225,61,8,23,3,Month,Active,30,163.44,No
2,No,18,0,1695,26,28,14,2,Month,Active,25,203.445,No
16,No,17,1,6392,141,85,42,2,Contract,Active,25,676.485,No
12,No,15,0,8932,171,73,40,4,Month,Active,45,410.075,No
8,No,16,3,2852,45,31,19,3,Month,Active,30,239.88,No
2,No,9,1,4390,40,215,10,3,Month,Active,30,1037.2,No
3,No,9,1,1487,19,0,7,3,Month,Active,30,60.24,Yes
8,No,38,0,4370,71,5,17,3,Month,Active,30,197.64,No
0,No,39,0,318,5,7,4,2,Month,Not_Active,25,46.035,No
10,No,37,0,2453,60,359,24,3,Month,Active,30,1536.52,No
10,No,38,0,4198,66,1,35,1,Month,Active,15,240.02,No
3,No,38,0,2393,58,2,33,1,Month,Active,15,145.805,No
11,No,38,1,3775,82,32,28,3,Month,Active,30,282.28,No
4,No,38,0,2360,39,285,18,3,Month,Active,30,1235.96,No
13,No,37,2,9115,121,144,43,3,Month,Active,30,945.44,No
7,No,38,0,13773,169,0,44,3,Month,Active,30,557.68,No
7,No,38,1,4515,83,2,25,3,Month,Active,30,191.92,No
6,No,38,0,5918,95,7,12,3,Month,Active,30,268.52,No
9,Yes,38,0,2238,54,8,17,3,Month,Not_Active,30,123.68,No
25,No,38,3,15140,225,54,32,3,Month,Active,30,830.6,No
4,No,38,1,3095,27,483,8,3,Month,Active,30,2056.88,No
9,No,37,0,15485,182,150,30,2,Month,Active,25,1380.015,No
3,No,37,1,6500,86,186,26,3,Month,Active,30,1007.44,No
0,No,37,0,875,14,0,11,2,Month,Not_Active,25,40.005,No
2,No,38,0,710,14,13,8,3,Month,Not_Active,30,80.96,No
0,No,37,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
3,No,37,0,7508,127,384,43,2,Month,Active,25,2071.575,No
7,No,37,1,11465,154,11,47,4,Month,Active,45,317.975,No
8,No,37,1,6718,75,108,37,2,Month,Active,25,791.685,No
23,Yes,33,0,955,47,16,17,2,Month,Not_Active,25,117.09,Yes
21,No,36,8,10435,93,1,42,5,Month,Active,55,159.42,No
13,Yes,36,1,5818,98,26,24,2,Month,Active,25,383.22,Yes
1,No,34,0,2840,22,0,14,3,Month,Active,30,114.48,No
9,No,35,0,2990,41,9,16,3,Month,Not_Active,30,157.24,Yes
9,No,36,0,2268,44,34,31,3,Month,Not_Active,30,228.48,Yes
0,No,36,0,133,2,0,2,3,Month,Not_Active,30,5.4,Yes
1,No,36,0,1668,25,0,6,3,Month,Active,30,67.72,No
3,No,33,1,6785,97,14,22,5,Month,Active,55,124.23,No
0,No,36,0,628,7,9,4,4,Month,Not_Active,45,38.375,Yes
0,No,36,1,338,4,4,2,5,Month,Active,55,11.13,No
25,Yes,31,3,16075,238,0,80,2,Month,Active,25,734.085,No
6,No,34,3,6965,116,271,33,2,Contract,Active,25,1538.145,No
2,No,36,0,3718,82,2,28,2,Month,Active,25,180,No
3,No,35,0,1665,44,38,20,3,Month,Not_Active,30,220.36,No
6,No,36,0,2780,53,175,23,2,Month,Active,25,914.985,No
4,No,27,1,1315,36,193,11,2,Contract,Active,25,929.295,No
4,No,26,0,1568,39,30,68,4,Month,Active,45,115.175,No
11,No,27,0,700,25,10,7,2,Month,Not_Active,25,77.625,No
0,No,26,0,825,10,21,3,4,Month,Not_Active,45,73.375,No
10,No,25,0,1225,32,19,13,2,Month,Active,25,142.065,No
2,No,25,0,3225,61,8,23,3,Month,Active,30,163.44,No
2,No,18,0,1695,26,28,14,2,Month,Active,25,203.445,No
16,No,17,1,6392,141,85,42,2,Contract,Active,25,676.485,No
12,No,15,0,8932,171,73,40,4,Month,Active,45,410.075,No
8,No,16,3,2852,45,31,19,3,Month,Active,30,239.88,No
2,No,9,1,4390,40,215,10,3,Month,Active,30,1037.2,No
3,Yes,9,1,1487,19,0,7,3,Month,Active,30,60.24,Yes
3,No,36,0,4065,65,0,15,2,Month,Active,25,185.85,No
0,No,37,0,0,0,0,0,2,Month,Not_Active,25,0,No
5,No,35,0,2148,54,352,22,2,Month,Active,25,1683.09,No
5,No,36,0,3893,60,0,33,1,Month,Active,15,217.415,No
0,No,36,0,2088,52,0,31,1,Month,Active,15,117.7,No
6,No,36,0,3470,76,25,26,2,Month,Active,25,272.07,No
0,No,36,0,2055,33,278,16,3,Month,Active,30,1195.52,No
8,No,35,1,8810,115,137,41,3,Month,Active,30,905,No
2,No,36,0,13468,163,0,42,3,Month,Active,30,545.24,No
2,No,36,0,4210,77,0,23,3,Month,Active,30,171.48,No
1,No,36,0,5613,89,0,10,2,Month,Active,25,256.59,No
4,No,36,0,1933,48,1,15,3,Month,Not_Active,30,83.24,No
20,No,36,2,14835,219,47,30,3,Month,Active,30,790.16,No
0,No,36,0,2790,21,476,6,3,Month,Active,30,2016.44,No
4,No,35,0,15180,176,143,28,2,Month,Active,25,1334.52,No
0,No,35,0,6195,80,179,24,3,Month,Active,30,967,No
0,No,35,0,570,8,0,9,2,Month,Not_Active,25,26.01,No
0,No,36,0,405,8,6,6,2,Month,Not_Active,25,45.585,No
0,No,35,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,35,0,7203,121,377,41,2,Month,Active,25,2026.08,No
2,No,35,0,11160,148,4,45,3,Month,Active,30,468.32,No
3,No,35,0,6413,69,101,35,2,Month,Active,25,746.19,No
18,No,31,0,650,41,9,15,2,Month,Not_Active,25,71.595,Yes
16,No,34,7,10130,87,0,40,4,Month,Active,45,255.425,No
8,Yes,34,0,5513,92,19,22,2,Month,Active,25,337.725,Yes
0,No,32,0,2535,16,0,12,3,Month,Active,30,102.04,No
4,No,33,0,2685,35,2,14,2,Month,Not_Active,25,131.4,Yes
4,No,34,0,1963,38,27,29,3,Month,Not_Active,30,188.04,Yes
0,Yes,34,0,0,0,0,0,3,Month,Not_Active,30,0,Yes
0,No,34,0,1363,19,0,4,3,Month,Active,30,55.28,No
0,No,31,0,6480,91,7,20,4,Month,Active,45,181.775,No
0,No,34,0,323,1,2,2,4,Month,Not_Active,45,13.1,Yes
0,No,34,0,0,0,0,0,5,Month,Active,55,0,No
20,No,29,2,15770,232,0,78,2,Month,Active,25,720.09,No
1,No,32,2,6660,110,264,31,2,Contract,Active,25,1492.65,No
0,No,34,0,3413,76,0,26,2,Month,Active,25,157.005,No
0,No,33,0,1360,38,31,18,3,Month,Not_Active,30,179.92,No
1,No,34,0,2475,47,168,21,2,Month,Active,25,869.49,No
0,Yes,25,0,1010,30,186,9,2,Contract,Active,25,883.8,Yes
0,No,24,0,1263,33,23,66,4,Month,Active,45,89.9,No
6,No,25,0,395,19,3,5,2,Month,Not_Active,25,32.13,No
0,No,24,0,520,4,14,1,4,Month,Not_Active,45,48.1,No
5,No,23,0,920,26,12,11,2,Month,Active,25,96.57,No
0,No,23,0,2920,55,1,21,3,Month,Active,30,123,No
0,No,16,0,1390,20,21,12,2,Month,Active,25,157.95,No
11,No,15,0,6088,135,78,40,1,Contract,Active,15,771.265,No
7,No,13,0,8628,165,66,38,4,Month,Active,45,384.825,No
3,No,14,2,2548,39,24,17,3,Month,Active,30,199.48,No
0,No,7,0,4085,34,208,8,3,Month,Active,30,996.76,No
0,Yes,7,0,1183,13,0,5,2,Month,Not_Active,25,53.82,Yes
6,No,38,0,4125,68,3,17,2,Month,Active,25,202.185,No
0,No,39,0,73,2,5,4,2,Month,Active,25,25.875,No
8,No,37,0,2208,57,357,24,2,Month,Active,25,1708.425,No
8,No,38,0,3953,63,0,35,1,Month,Active,15,220.88,No
1,No,38,0,2148,55,0,33,1,Month,Active,15,121.165,No
9,No,38,1,3530,79,30,28,3,Month,Active,30,264.36,No
2,No,38,0,2115,36,283,18,3,Month,Active,30,1218.04,No
11,No,37,2,8870,118,142,43,3,Month,Active,30,927.52,No
5,No,38,0,13528,166,0,44,3,Month,Active,30,547.76,No
5,No,38,1,4270,80,0,25,3,Month,Active,30,174,No
4,No,38,0,5673,92,5,12,2,Month,Active,25,281.925,No
7,No,38,0,1993,51,6,17,3,Month,Active,30,105.76,No
23,No,38,3,14895,222,52,32,3,Month,Active,30,812.68,No
2,No,38,1,2850,24,481,8,3,Month,Active,30,2038.96,No
7,No,37,0,15240,179,148,30,2,Month,Active,25,1359.855,No
1,No,37,1,6255,83,184,26,3,Month,Active,30,989.52,No
0,No,37,0,630,11,0,11,2,Month,Active,25,28.845,No
0,No,38,0,465,11,11,8,2,Month,Active,25,70.92,No
0,No,37,0,0,0,0,0,2,Month,Active,25,0,Yes
1,No,37,0,7263,124,382,43,2,Month,Active,25,2051.415,No
5,No,37,1,11220,151,9,47,3,Month,Active,30,490.84,No
6,No,37,1,6473,72,106,37,2,Month,Active,25,771.525,No
21,Yes,33,0,710,44,14,17,2,Month,Active,25,96.93,Yes
19,No,36,8,10190,90,0,42,4,Month,Active,45,257,No
11,Yes,36,1,5573,95,24,24,2,Month,Active,25,363.06,Yes
0,No,34,0,2595,19,0,14,3,Month,Active,30,104.56,No
7,No,35,0,2745,38,7,16,3,Month,Active,30,139.32,Yes
7,Yes,36,0,2023,41,32,31,3,Month,Active,30,210.56,Yes
0,No,36,0,0,0,0,0,3,Month,Active,30,0,Yes
0,No,36,0,1423,22,0,6,3,Month,Active,30,57.8,No
1,No,33,1,6540,94,12,22,4,Month,Active,45,195.85,No
0,No,36,0,383,4,7,4,4,Month,Active,45,27.175,Yes
0,No,36,1,93,1,2,2,5,Month,Active,55,4.41,No
23,No,31,3,15830,235,0,80,2,Month,Active,25,722.925,No
4,No,34,3,6720,113,269,33,2,Contract,Active,25,1517.985,No
0,No,36,0,3473,79,0,28,2,Month,Active,25,159.84,No
1,No,35,0,1420,41,36,20,3,Month,Active,30,202.44,No
4,No,36,0,2535,50,173,23,2,Month,Active,25,894.825,No
2,Yes,27,1,1070,33,191,11,2,Contract,Active,25,909.135,No
2,No,26,0,1323,36,28,68,4,Month,Active,45,103.975,No
9,No,27,0,455,22,8,7,2,Month,Active,25,57.465,No
0,No,26,0,580,7,19,3,4,Month,Active,45,62.175,No
8,No,25,0,980,29,17,13,2,Month,Active,25,121.905,No
0,No,25,0,2980,58,6,23,3,Month,Active,30,145.52,No
0,No,18,0,1450,23,26,14,2,Month,Active,25,183.285,No
14,Yes,17,1,6148,138,83,42,1,Contract,Active,15,802.23,No
10,No,15,0,8688,168,71,40,4,Month,Active,45,398.9,No
6,No,16,3,2608,42,29,19,3,Month,Active,30,222,No
0,No,9,1,4145,37,213,10,3,Month,Active,30,1019.28,No
1,Yes,9,1,1243,16,0,7,3,Month,Active,30,50.36,Yes
0,No,34,0,4005,62,0,13,2,Month,Active,25,183.015,No
0,No,35,0,0,0,0,0,2,Month,Not_Active,25,0,No
2,No,33,0,2088,51,347,20,2,Month,Active,25,1657.755,No
2,No,34,0,3833,57,0,31,2,Month,Active,25,175.05,No
0,No,34,0,2028,49,0,29,1,Month,Active,15,114.235,No
3,No,34,0,3410,73,20,24,2,Month,Active,25,246.735,No
0,No,34,0,1995,30,273,14,3,Month,Active,30,1173,No
5,No,33,0,8750,112,132,39,3,Month,Active,30,882.48,No
0,No,34,0,13408,160,0,40,3,Month,Active,30,542.72,No
0,No,34,0,4150,74,0,21,3,Month,Active,30,168.96,No
0,No,34,0,5553,86,0,8,2,Month,Active,25,253.755,No
1,No,34,0,1873,45,0,13,3,Month,Not_Active,30,76.72,No
17,No,34,1,14775,216,42,28,2,Month,Active,25,863.595,No
0,No,34,0,2730,18,471,4,3,Month,Active,30,1993.92,No
1,No,33,0,15120,173,138,26,2,Month,Active,25,1309.185,No
0,No,33,0,6135,77,174,22,3,Month,Active,30,944.48,No
0,No,33,0,510,5,0,7,2,Month,Not_Active,25,23.175,No
0,No,34,0,345,5,1,4,2,Month,Not_Active,25,20.25,No
0,No,33,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,33,0,7143,118,372,39,2,Month,Active,25,2000.745,No
0,No,33,0,11100,145,0,43,3,Month,Active,30,449.8,No
0,No,33,0,6353,66,96,33,2,Month,Active,25,720.855,No
15,No,29,0,590,38,4,13,2,Month,Not_Active,25,46.26,Yes
13,No,32,6,10070,84,0,38,4,Month,Active,45,253.85,No
5,Yes,32,0,5453,89,14,20,2,Month,Active,25,312.39,Yes
0,No,30,0,2475,13,0,10,3,Month,Active,30,99.52,No
1,Yes,31,0,2625,32,0,12,2,Month,Not_Active,25,119.565,Yes
1,No,32,0,1903,35,22,27,3,Month,Not_Active,30,165.52,Yes
0,Yes,32,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,32,0,1303,16,0,2,3,Month,Active,30,52.76,No
0,No,29,0,6420,88,2,18,4,Month,Active,45,167.7,No
0,No,32,0,263,1,0,1,3,Month,Not_Active,30,10.56,Yes
0,No,32,0,0,0,0,0,4,Month,Active,45,0,No
17,No,27,1,15710,229,0,76,2,Month,Active,25,717.255,No
0,No,30,1,6600,107,259,29,2,Contract,Active,25,1467.315,No
0,No,32,0,3353,73,0,24,2,Month,Active,25,154.17,No
0,No,31,0,1300,35,26,16,3,Month,Not_Active,30,157.4,No
0,No,32,0,2415,44,163,19,2,Month,Active,25,844.155,No
0,No,23,0,950,27,181,7,2,Contract,Active,25,858.465,No
0,No,22,0,1203,30,18,64,4,Month,Active,45,75.825,No
3,No,23,0,335,16,0,3,2,Month,Not_Active,25,15.795,No
0,No,22,0,0,0,9,0,4,Month,Not_Active,45,22.5,No
2,No,21,0,860,23,7,9,2,Month,Active,25,71.235,No
0,No,21,0,2860,52,0,19,3,Month,Active,30,116.48,No
0,No,14,0,1330,17,16,10,2,Month,Active,25,132.615,No
8,No,13,0,6028,132,73,38,1,Contract,Active,15,740.3,No
4,No,11,0,8568,162,61,36,4,Month,Active,45,370.75,No
0,No,12,1,2488,36,19,15,3,Month,Active,30,176.96,No
0,No,5,0,4025,31,203,6,3,Month,Active,30,974.24,No
0,Yes,5,0,1123,10,0,3,2,Month,Not_Active,25,50.985,Yes
4,No,40,0,4145,67,8,19,2,Month,Active,25,225.54,No
0,No,41,0,93,1,10,6,2,Month,Not_Active,25,49.23,No
6,No,39,0,2228,56,362,26,2,Month,Active,25,1731.78,No
6,No,40,0,3973,62,4,37,2,Month,Active,25,199.575,No
0,No,40,0,2168,54,5,35,1,Month,Active,15,149.71,No
7,No,40,1,3550,78,35,30,3,Month,Active,30,285.12,No
0,No,40,0,2135,35,288,20,3,Month,Active,30,1238.8,No
9,No,39,2,8890,117,147,45,3,Month,Active,30,948.28,No
3,No,40,0,13548,165,3,46,3,Month,Active,30,560.52,No
3,No,40,1,4290,79,5,27,3,Month,Active,30,194.76,No
2,No,40,0,5693,91,10,14,2,Month,Active,25,305.28,No
5,No,40,0,2013,50,11,19,3,Month,Not_Active,30,126.52,No
21,No,40,3,14915,221,57,34,3,Month,Active,30,833.44,No
0,No,40,1,2870,23,486,10,3,Month,Active,30,2059.72,No
5,No,39,0,15260,178,153,32,2,Month,Active,25,1383.21,No
0,No,39,1,6275,82,189,28,3,Month,Active,30,1010.28,No
0,No,39,0,650,10,3,13,2,Month,Not_Active,25,43.2,No
0,No,40,0,485,10,16,10,2,Month,Not_Active,25,94.275,No
0,No,39,0,0,0,3,0,2,Month,Not_Active,25,13.5,Yes
0,No,39,0,7283,123,387,45,2,Month,Active,25,2074.77,No
